variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail,Sp,Sex
lp__,-395.64372326949933,-395.3360275041566,1.5934675553703537,1.4598094106827983,-398.7304854802617,-393.6920350296893,1.0019547393291492,2200.0115258835594,3027.41776492592,Melitaea cinxia,male
b_Intercept,-8.90472129348205,-9.58101845684222,28.985265610154308,29.91765970910779,-55.35820451841789,37.896513164032996,1.0011531166575818,5609.867650071105,3484.68156006839,Argynnis paphia,undetermined
b_Year,-9.04806436846604e-4,-8.313801694710293e-4,0.00845051462730504,0.008315483432804943,-0.01503588123469356,0.012816804442874398,1.0010757110211663,4612.034510924324,3343.1854559736744,Argynnis paphia,undetermined
b_Temp,0.3871642452816818,0.3919988800977669,0.20764483168165115,0.20854350118185486,0.04626176449713788,0.7234554309102981,1.0013493888022835,5031.259179066682,2860.848557258048,Argynnis paphia,undetermined
b_Latitude,0.7273858548441082,0.7341930222374271,0.559452049235919,0.5640472349083568,-0.21633919252254769,1.6293884572863289,1.0023883780598537,4348.881000467424,3100.72754595948,Argynnis paphia,undetermined
sigma,2.248184757206731,2.2419992119960597,0.11593664304206333,0.1141506861673164,2.068415818500816,2.448249202386755,1.0004458629364101,4752.34247892321,3354.567243725404,Argynnis paphia,undetermined
Intercept,32.56921471105529,32.572829247208574,0.15994323297150603,0.15668377865140146,32.30570245176837,32.82848401595585,1.0007638153486007,4625.450985333594,2888.2927905352535,Argynnis paphia,undetermined
lprior,-9.296064021398434,-9.294437541517912,0.05537400360116383,0.05488284023478102,-9.390947902298343,-9.20741269227784,1.0010783595497552,4129.103107451831,3065.361332634158,Argynnis paphia,undetermined
lp__,-456.38494735220746,-456.02208807700003,1.6106364970450042,1.4171940346440142,-459.49929173396424,-454.44472807911364,1.0022274253785899,2237.051691248903,3036.112162695317,Argynnis paphia,undetermined
b_Intercept,-3.4995392848053344,-3.484259261825784,7.655168426746443,7.681227561511398,-16.167953984070135,9.109240374384441,1.0007222809044765,5098.602390942203,2900.1209780035124,Erynnis tages,male
b_Year,0.006868059329480855,0.006907694927305525,0.0023210152522466273,0.0022623149579380436,0.0030867037062801174,0.010767252213593087,1.0013384538044166,5795.449628105687,3178.8295171760346,Erynnis tages,male
b_Temp,-0.0011338447270355133,-0.0018488662104071078,0.056245320002001505,0.05574875502100299,-0.0926553952030503,0.09047286012075131,1.0004786403554424,4688.679193178465,2301.6923059254054,Erynnis tages,male
b_Latitude,0.045244379819269036,0.04481483701197786,0.11215316132781755,0.11374183326615102,-0.14410475759721975,0.22908207302774664,1.0012373818228075,4758.058855256424,2928.59898729667,Erynnis tages,male
sigma,0.792605791661702,0.7905353079035393,0.04001328378209975,0.03951472284560263,0.7303203814119286,0.8610535462337515,1.0003790509325383,4891.405687185771,2879.027864021459,Erynnis tages,male
Intercept,12.054050867067755,12.054198413281064,0.05624302557658288,0.055519040363349946,11.961314099527439,12.145132356652692,1.0027129029502364,4498.985867991878,2763.549414323896,Erynnis tages,male
lprior,-4.055056520864331,-4.054278930870449,0.025765554828766253,0.02526273580730166,-4.098243409359656,-4.013964476164875,1.0047967209399442,4478.602071727699,2334.444854422447,Erynnis tages,male
lp__,-243.31455611994272,-242.95537926878183,1.6048928570161802,1.4333003121355485,-246.41381342697585,-241.3395648511114,1.0026269760163247,1786.3650301885095,2782.7074332778166,Erynnis tages,male
b_Intercept,20.71997455448622,20.507265379196795,13.624521223586447,13.734873582000615,-1.4438214938013032,42.80888085462122,1.0015867379374164,5472.406913214325,3407.9378677873615,Gonepteryx rhamni,female
b_Year,-0.0011446309037944022,-0.0011219060134926382,0.004904358772190333,0.004828152693652185,-0.009190782990136198,0.007029122104304959,1.0017908494931218,5829.239882189902,3361.364640815509,Gonepteryx rhamni,female
b_Temp,0.07921150983508946,0.08004997047206598,0.13264104756816178,0.1312824742127499,-0.13682364259328636,0.29111708673454895,1.0021932128783295,4878.989843940408,3333.1004024120266,Gonepteryx rhamni,female
b_Latitude,0.1593174776923812,0.1600984299108435,0.206366365226264,0.20530602559708455,-0.17404880922727684,0.49349919468655135,1.001454470147634,5004.267535313603,3437.645386761989,Gonepteryx rhamni,female
sigma,1.383557493011345,1.3818411935819708,0.06988497712667462,0.07099128994936131,1.2735869086014027,1.499586851634241,1.000252178428956,4794.565449721302,3109.1045153712166,Gonepteryx rhamni,female
Intercept,27.929578346295298,27.92879143733907,0.09504340538311443,0.09370824661634795,27.774433510795934,28.084329104467948,1.0015867685454385,4465.985438857812,3115.8534031105837,Gonepteryx rhamni,female
lprior,-7.868246773484761,-7.866863944893174,0.032538391485158386,0.032199787898721084,-7.9225110871120314,-7.816019171817386,1.0001166807442297,4695.401075557682,2922.394351322805,Gonepteryx rhamni,female
lp__,-366.10688242712735,-365.7620738396715,1.6303166514697733,1.4159180063007146,-369.253306601735,-364.1152819294417,1.002516568294016,2214.1646539136586,2710.3972006363524,Gonepteryx rhamni,female
b_Intercept,25.485354909043973,25.34086720191101,17.141554185366253,17.319856417012147,-2.5028223378091194,53.74864483823055,1.000153082941026,4963.798749476396,3152.242458514701,Limenitis camilla,undetermined
b_Year,0.006210489782776946,0.0063362488583944086,0.007979053459283849,0.007969466592470591,-0.007111430193543582,0.019150356743370893,0.9995772824518423,4425.561969329303,3525.9595817101904,Limenitis camilla,undetermined
b_Temp,0.003894240785857351,0.003222017144228366,0.17151490722558146,0.16967507098628495,-0.27579657962652315,0.2828575782347808,1.0013181610226076,3911.506950056108,3053.6455324109356,Limenitis camilla,undetermined
b_Latitude,-0.1901618977794569,-0.18988660232027527,0.3412318887825922,0.34198227321860597,-0.7545796239228236,0.3727141997410262,1.0003671839478046,4296.178102957099,2601.6916458701075,Limenitis camilla,undetermined
sigma,1.6890621577096983,1.6854360520566587,0.0829248549046898,0.08357143293382552,1.5566630287957661,1.8307863870910008,1.0006189384457314,4678.468134675225,3201.589958986277,Limenitis camilla,undetermined
Intercept,27.837446643247148,27.83712034166924,0.11551625221863096,0.11658798956947308,27.64803686430618,28.030646252534417,1.0005893261523557,4601.103020967321,3107.2111264473024,Limenitis camilla,undetermined
lprior,-7.931117241435969,-7.929950483362283,0.04222258435968698,0.04293634714807791,-8.003165826554097,-7.863955592256016,1.0005268314153433,4558.654644869948,2978.249405106739,Limenitis camilla,undetermined
lp__,-416.8741281120584,-416.5891579034019,1.5497861371181585,1.3979415721948854,-419.7653605009415,-414.9875343197978,1.0002434084848488,2283.081139384519,2947.776457713252,Limenitis camilla,undetermined
b_Intercept,25.357618805438005,26.222733002969,66.8217835115608,66.23072572105205,-85.68104722756016,134.42245347009109,1.0009149790506227,4199.084071948411,2708.2761063085372,Thymelicus acteon,female
b_Year,0.00624740631829152,0.006199498705848519,0.0027613175805565595,0.002770939068928575,0.0017801837933423745,0.010873938984337706,1.0008780896850904,5606.395236254504,3246.6470906654713,Thymelicus acteon,female
b_Temp,-0.03403553728616293,-0.035383546739019,0.07099053801909318,0.0699636810149155,-0.14883004374660103,0.0821552192951231,1.0004450039251256,4519.849352151124,3054.7921815102277,Thymelicus acteon,female
b_Latitude,-0.508953310220616,-0.517364979929982,1.3258909833760815,1.30906980524761,-2.7146324230232706,1.677624607849312,1.0012959468615779,4148.296114010011,2657.2848673901062,Thymelicus acteon,female
sigma,0.946669979301179,0.9448958237785412,0.04743337589080224,0.045930647500873,0.870784568236014,1.028406873208063,0.9998025464948028,4305.045989921776,2598.8251591342555,Thymelicus acteon,female
Intercept,11.103333170582719,11.102522163504538,0.06572452541245022,0.06526620703708444,10.995358176475728,11.210926553185258,1.0002574266205382,4069.381748738038,2603.519807908754,Thymelicus acteon,female
lprior,-4.513330231833712,-4.513026096805324,0.03139219743987539,0.031071208959972677,-4.565768609599084,-4.461607651962605,1.0006353282711302,4085.344800267492,2759.788547841386,Thymelicus acteon,female
lp__,-291.91053163079977,-291.5468431104629,1.6346076374464726,1.4502744149871512,-294.94018846409097,-289.94862746975014,1.0011890714976648,1934.7354716278628,2499.7857638951436,Thymelicus acteon,female
b_Intercept,-49.559471180102044,-51.768459707686745,140.22332630702158,138.77405580605756,-275.2701757460562,185.64411293814575,1.0006265629073272,5068.826768672474,3107.1507323994806,Melitaea cinxia,female
b_Year,0.017793310718676243,0.017895545630119837,0.003968202940580084,0.004013080034369154,0.011235220698077706,0.024215762605035728,1.0009139081052438,5571.929780600712,3197.869785522662,Melitaea cinxia,female
b_Temp,0.2185656811443644,0.21730660616507333,0.14018806462422645,0.13938813193421717,-0.011541806263457905,0.45250598156420907,1.0007435852066835,4570.990528680519,3137.265616409757,Melitaea cinxia,female
b_Latitude,0.6226696157034436,0.6387000575217292,2.7332055063776886,2.6854863456121674,-3.9449745624372374,4.995339528196984,1.0006008385079757,5082.564175107937,3034.8221434373836,Melitaea cinxia,female
sigma,1.5014758909852277,1.4986589627509788,0.07065427526230739,0.07265953969813867,1.3910334526126313,1.6208181281006002,1.0006775388637454,4175.860502665212,2929.0245882010954,Melitaea cinxia,female
Intercept,19.914318591019576,19.91345222714856,0.09936760859656214,0.09733781542279454,19.74805059325023,20.080235233460176,1.0008812158419156,4531.064009500414,2904.271470111422,Melitaea cinxia,female
lprior,-4.9321496011429256,-4.930629769729276,0.049120973022413104,0.048223477881110685,-5.016006430235207,-4.855083472995195,1.0012634359659374,4468.436398914625,2794.393533742333,Melitaea cinxia,female
lp__,-423.8593262270001,-423.5409164989133,1.6069016832314882,1.4394729678551346,-426.9827186516479,-421.92003080441015,1.0001984953551772,1822.465498140156,2611.3908567129015,Melitaea cinxia,female
b_Intercept,-45.28649761257197,-45.43652140495007,9.06731415379116,8.943206823658683,-60.703412730995545,-30.249978789288736,1.0010515640485684,5098.570377749034,3331.1038368426575,Thymelicus lineola,female
b_Year,0.00850759643325725,0.008519659811719826,0.0024559593359224853,0.002437510697113137,0.004379839889868346,0.012451437015034225,1.0003507429099,4649.5001485344,3199.9195407624575,Thymelicus lineola,female
b_Temp,-0.041416066245413975,-0.04095775338194679,0.08155390069362067,0.07989586243236756,-0.17539617177295078,0.09714970484492878,1.0013082730706424,5082.409457814517,2885.895422407021,Thymelicus lineola,female
b_Latitude,0.8062845804376675,0.8052052753800516,0.13808915847756023,0.13547093968434665,0.579360670446738,1.0353105196416437,1.0010272631508825,5056.666962512315,2985.2848110425907,Thymelicus lineola,female
sigma,0.8398213192401572,0.8382807981966094,0.03918754681824632,0.037806026766536494,0.7787680305046288,0.906554477644622,1.0012891232435885,4223.525410723007,2901.0274611454374,Thymelicus lineola,female
Intercept,12.450261608022284,12.450211093058801,0.05439741676728949,0.05522689863047607,12.361918484607058,12.53840560754018,1.00132795840229,4824.442954161124,2950.9885059507656,Thymelicus lineola,female
lprior,-3.892896793106435,-3.8928149557851324,0.023439355279081697,0.023643629661921503,-3.932581400894743,-3.855483111772334,1.0019002952610696,4851.07980433298,2846.6837310871038,Thymelicus lineola,female
lp__,-300.65167948556655,-300.3339785867953,1.6074457569630427,1.4572352852265922,-303.7357451457152,-298.6868234808582,1.0019472991551392,1791.159377370301,2513.018156304642,Thymelicus lineola,female
b_Intercept,-9.920375919873234,-9.901394844623058,6.566287230175248,6.751842507894788,-20.600367218208312,0.7162765383470773,1.0003059527915645,4960.465529139604,3613.8186761459656,Pyrgus malvae,undetermined
b_Year,0.008124928873607237,0.008091551062346544,0.0021193883498019862,0.0020807343479065073,0.004709655362717893,0.011580188721418984,1.0002069824505904,5629.12678324622,2935.809066833398,Pyrgus malvae,undetermined
b_Temp,-0.031306745528005026,-0.030786618949591674,0.043052403485702696,0.04227559428758214,-0.1026461900379015,0.039148132350008885,1.00157257091996,4834.891238029271,2865.2299215303688,Pyrgus malvae,undetermined
b_Latitude,0.10865933131973127,0.10963000582076593,0.09146750532019783,0.09289626874044234,-0.041612262353321036,0.258245356030826,0.9997507910354771,4460.249320304657,2816.119301524822,Pyrgus malvae,undetermined
sigma,0.6125538715841854,0.6114567624882913,0.02738838502622435,0.027462719393952666,0.5697697408683741,0.658507641860665,1.0004719035027885,4670.712755795285,3058.2263376008264,Pyrgus malvae,undetermined
Intercept,10.856405704676503,10.857001443341032,0.03845971064615328,0.03852174581293403,10.794911777686547,10.91896693075311,1.000506334844333,4112.148498898972,2922.42241837634,Pyrgus malvae,undetermined
lprior,-4.573430168863193,-4.573061777706863,0.01815091493258999,0.018334272706393765,-4.602926928745442,-4.544187950692641,1.0007628585929556,4102.373588750805,2866.033632139249,Pyrgus malvae,undetermined
lp__,-228.30689242719058,-227.95927147790758,1.585525289959129,1.3879653539438255,-231.4273611172383,-226.3762093624226,1.000377576088807,1950.7920889199436,2582.410538152557,Pyrgus malvae,undetermined
b_Intercept,-3.798890802437904,-3.916867229832169,22.06707026163659,21.91324662573549,-39.59188566835394,31.815553617371744,1.001622545741629,4549.316119921997,3014.9159555015867,Euphydryas aurinia,undetermined
b_Year,-0.005018423903292399,-0.005132201795450889,0.006147166759802505,0.0062503037031838606,-0.014911821042176442,0.004927575136127003,1.001748806772124,5282.04071012182,2957.23122434817,Euphydryas aurinia,undetermined
b_Temp,0.20618592871121255,0.20785215358474474,0.13785356210713082,0.13964996945763686,-0.021364934081634958,0.4309115279322305,1.0013591890741542,4605.904725670991,2911.61490688149,Euphydryas aurinia,undetermined
b_Latitude,0.5763466696785198,0.5744539498346413,0.32516203818295086,0.3183565251669722,0.03401349692445115,1.109105407866238,1.0001771934511554,4665.53923973653,3228.0525005968984,Euphydryas aurinia,undetermined
sigma,1.7932943547113411,1.7896431643323523,0.08301925810331463,0.08142347294280501,1.6630806057680283,1.9348569292282687,1.0007828041700149,4475.878992099558,3277.1259741255076,Euphydryas aurinia,undetermined
Intercept,19.14791388867049,19.15098185740663,0.11471701514883972,0.1107695489157814,18.954946366053765,19.338491009734504,1.0013154312549926,4523.651152577554,2744.8004248710176,Euphydryas aurinia,undetermined
lprior,-4.668324074931761,-4.667069270681253,0.059800120585421924,0.057764653939229575,-4.768599185069942,-4.571690069928574,1.0026552678018537,4559.609122432432,3179.9124608877473,Euphydryas aurinia,undetermined
lp__,-488.43089149999406,-488.07148129215545,1.6296440392476141,1.3948417046190227,-491.5275482890471,-486.48146246417133,1.0011590191820616,2054.996179666378,2917.3666860543017,Euphydryas aurinia,undetermined
b_Intercept,-6.986381002697825,-7.066093967210378,17.738312989834018,17.314048706880442,-36.347425417722434,21.90044082462419,0.9998233788675349,4574.003045569013,2342.751754240882,Euphydryas aurinia,female
b_Year,-0.0017978576889266953,-0.0018292094613698076,0.004957260254250247,0.005037358365407765,-0.009956997780290876,0.006465696875605611,1.0006198258043009,5317.089531851188,2911.649832734024,Euphydryas aurinia,female
b_Temp,0.010857720801034964,0.010733566869804199,0.10433834675578568,0.10813003681751478,-0.1590884858128644,0.18260003005308034,1.0025074718614715,5030.604782582849,2927.6849044715955,Euphydryas aurinia,female
b_Latitude,0.6006546921852222,0.5989374785342536,0.25352976935350674,0.2411275289049116,0.18017149988684644,1.016665925459655,0.9999937666547971,4857.001708299715,2585.08980967359,Euphydryas aurinia,female
sigma,1.7320122324180312,1.7282860174222727,0.07763032503479755,0.07687051705713091,1.6105006244822713,1.8636880150708053,1.0009117517754673,5035.395958184381,2872.7459981842626,Euphydryas aurinia,female
Intercept,20.425129562400972,20.425032864470367,0.11056747090720828,0.11016457049778933,20.2459353521205,20.606893883420565,1.0024799978402739,5376.835225074986,2880.6021368614092,Euphydryas aurinia,female
lprior,-5.235494977846199,-5.2340103291311895,0.05672078490388168,0.054619581758285664,-5.330664597693581,-5.142799071330195,1.0014850205681651,5124.188670462968,2948.3113212549156,Euphydryas aurinia,female
lp__,-490.30723935981234,-490.00176796364235,1.558555788986589,1.4124792391866599,-493.31632681227757,-488.39327540203556,1.0011914324505005,1933.7477812569819,2516.1639460340357,Euphydryas aurinia,female
b_Intercept,-2.3594163214265307,-2.4023622243618252,18.62042342824485,18.759351539827172,-33.10189878585545,28.317206799025968,0.9996924049761237,5379.378930974712,3415.4732516338163,Limenitis camilla,female
b_Year,0.0071141877823545875,0.007147211455105295,0.007548442210386611,0.0074233253212104364,-0.005289832582283129,0.019566219434982133,1.0014603760501466,4202.003102320946,3319.3035094163383,Limenitis camilla,female
b_Temp,-0.19888945981034015,-0.19920239370982137,0.16670840192052738,0.16180493519227465,-0.4742797755227384,0.07104212247872972,1.0018733469829257,4755.436180585488,3117.568974176446,Limenitis camilla,female
b_Latitude,0.3672112473920783,0.3711487427251823,0.36883656463682685,0.35954596603031197,-0.22665975712128672,0.9745994852402149,1.0015661934545452,4362.373307911351,2625.226311474219,Limenitis camilla,female
sigma,2.086071140312642,2.0832908582681418,0.09460522932553878,0.09518347061113305,1.9359314207026594,2.247655352000364,0.9998380959382779,4657.206339118181,3239.004230139339,Limenitis camilla,female
Intercept,26.9626720200133,26.962858072552876,0.13380600516512248,0.12863361459156566,26.74298568664816,27.18261325801565,1.0007580489155907,4545.00260153723,2627.4174906771786,Limenitis camilla,female
lprior,-7.810454317234451,-7.80845777308971,0.05355934769041307,0.05204432715827045,-7.901858099061857,-7.725277491627792,1.0019581783509792,4589.209175103105,2931.834108960453,Limenitis camilla,female
lp__,-545.615071926847,-545.2960195174371,1.6263206722768955,1.459999401874018,-548.6567676056817,-543.6580691436549,1.0018381213942762,1840.7145043856974,2657.6397768397123,Limenitis camilla,female
b_Intercept,6.864025388993504,6.9369359583567745,7.572038905647302,7.432025396796398,-5.715963586430506,19.166417649340374,1.0016501198105008,5214.039035834851,3361.9862698159427,Callophrys rubi,female
b_Year,0.0032627555864862103,0.003213879716900072,0.0027926795363165946,0.0027352493290242873,-0.0013536176501480672,0.007874714165225232,1.000117494354379,5818.763297348102,3455.3380690592357,Callophrys rubi,female
b_Temp,0.08189234049777568,0.08140844307881351,0.05918978636768393,0.05843258266972739,-0.015390158241384304,0.1796860194497823,1.0031390119353345,4127.614607033491,2732.15766268875,Callophrys rubi,female
b_Latitude,-0.020385382729607795,-0.01999353600411731,0.10849170453907206,0.10665801834031682,-0.2033144727260037,0.15713814281410182,1.0039487760144883,4557.086612112195,2943.460868049389,Callophrys rubi,female
sigma,0.8752264556736759,0.873471609664723,0.0396111951353213,0.03877914404849736,0.8139138701931075,0.9453157573763173,1.0005998479767855,4526.168352596425,3019.560875499922,Callophrys rubi,female
Intercept,13.377954678516414,13.377267587812149,0.054683044658565064,0.05352694976735131,13.287830104681797,13.46856579584165,1.0003299961003724,4654.134379019394,3259.6143201878594,Callophrys rubi,female
lprior,-3.5476706119710695,-3.5470642208579077,0.019534014395361603,0.019382098345302884,-3.5804793804534745,-3.515091769944992,0.9995959290105749,4781.617870743976,3040.950438488704,Callophrys rubi,female
lp__,-328.0502100716136,-327.7160135357385,1.6396689400393294,1.4951768634919929,-331.2636979146383,-326.0689146669273,1.0006677203616234,2132.4199815463226,2943.7521061209072,Callophrys rubi,female
b_Intercept,-5.822968965750104,-5.7472055262819985,10.35255853689094,10.363635004749957,-22.758467862942346,10.956079262681905,1.0000181384967137,5215.510012095662,3391.566120427708,Pararge aegeria,male
b_Year,0.009175994817376569,0.00913776194544638,0.004248962030097166,0.004165072343356865,0.0021616912761255563,0.016367512864508958,1.0000622402540553,5256.1110380257205,3372.436850627082,Pararge aegeria,male
b_Temp,-0.15764753336297666,-0.1593119664271434,0.1029619287999956,0.10527496195442043,-0.3235530659824217,0.011437802188492913,1.0004457535417732,4101.871005781511,3089.7576487621996,Pararge aegeria,male
b_Latitude,0.1854506792780418,0.18789934964167532,0.12104662598322759,0.12214169853305329,-0.010605846208352941,0.38449143352187304,1.0009208082823449,4258.170719835562,3019.2648450843417,Pararge aegeria,male
sigma,1.330710219599961,1.3284390387219172,0.05971346185923001,0.059805205427446995,1.2364823900467705,1.4305713761424295,1.0017232902945206,4403.559363336192,2955.697359287794,Pararge aegeria,male
Intercept,20.065263097728135,20.06589023752381,0.0819550758556672,0.083645846569881,19.932376665065135,20.19778495050763,1.000194954682108,4609.040066683427,3168.416836601755,Pararge aegeria,male
lprior,-4.954841028021508,-4.953571666734449,0.040463516886052854,0.040911682321043245,-5.022881094875993,-4.890737694512079,1.0006898665613926,4496.480222137165,3011.9880544050634,Pararge aegeria,male
lp__,-435.2662780256361,-434.9436330129566,1.566372825829909,1.4015946729180417,-438.2593850729014,-433.3314931792617,0.9998421302980455,2133.6334361499917,2958.346688779875,Pararge aegeria,male
b_Intercept,2.4422610842882784,2.6629252936722345,12.65898700375023,12.34432030881723,-18.195223538294677,23.479991110643276,0.9996037046247792,4519.0012621009055,2916.077756708095,Boloria euphrosyne,undetermined
b_Year,0.011731642860063611,0.011777518264663549,0.004245171537470784,0.004188693968048633,0.004672325616491993,0.01873041323454041,0.999943618013776,4698.052162500278,3130.0644317283845,Boloria euphrosyne,undetermined
b_Temp,0.04963100220328384,0.04903040161522301,0.08178434765354341,0.08077206655942351,-0.08266144374399725,0.18479113244263176,1.001166708564421,4146.763831666872,2939.796064069878,Boloria euphrosyne,undetermined
b_Latitude,-0.10319611500134984,-0.10355310576111637,0.17382744515405157,0.17281819379051092,-0.38535877492228987,0.18788636420218435,1.0006596470177809,4648.630031518111,3089.58090689151,Boloria euphrosyne,undetermined
sigma,1.1540439964843208,1.1511242411245535,0.05310883873007551,0.05337385324501892,1.0703027702369459,1.244349006207072,1.0018656100793375,3782.4509585882493,2842.39791347934,Boloria euphrosyne,undetermined
Intercept,20.645722650585167,20.644318433260104,0.07229831033587733,0.07218878969786734,20.52906938759565,20.764689397349265,1.000037981519895,4655.207916455865,2944.0440997586197,Boloria euphrosyne,undetermined
lprior,-5.175504375170075,-5.174760006702918,0.034766858269704194,0.03477415636653651,-5.233652746169888,-5.119397841345333,1.0003003678323226,4827.5190974262105,2437.9252344612923,Boloria euphrosyne,undetermined
lp__,-402.55843207496224,-402.1993897088812,1.626616415563942,1.4336593497012902,-405.74489918648044,-400.59379954610023,1.0006891232897743,2156.51856802071,2575.472799194206,Boloria euphrosyne,undetermined
b_Intercept,11.776081443465532,11.65864515946976,8.166169513019547,8.27059768694614,-1.571731418143411,24.98274310670736,1.0000603331961846,4932.786289718221,3583.6943121311033,Hesperia comma,female
b_Year,-0.0012779617974950737,-0.0012546584120231132,0.0024917096845046855,0.002509325686603121,-0.005385263180328671,0.0027661665079400173,0.9996982279466017,5601.347087401886,3354.5543745965106,Hesperia comma,female
b_Temp,-0.023994471742597532,-0.024643311170335493,0.08169603219203818,0.07885155230504481,-0.15920865045637514,0.11238476124633398,1.0031463236071416,4226.137009074742,2632.751738071224,Hesperia comma,female
b_Latitude,0.09590300329923596,0.09449696486472893,0.1319271929656259,0.1292863908913389,-0.11978215975855853,0.3121340846055114,1.0002191164206178,4264.492861682967,3026.9881945414677,Hesperia comma,female
sigma,0.8238256516085226,0.8223772186290292,0.036424359551770494,0.03624479467381494,0.7657326994863889,0.8856725201214743,1.0012188006877665,4379.368631021522,2912.712193619851,Hesperia comma,female
Intercept,14.040763903517602,14.039824704142507,0.0516237936487038,0.050462458553095654,13.956829530619354,14.125989170983939,1.0022908290306214,4578.504953804077,2602.0250189479398,Hesperia comma,female
lprior,-3.351120619741702,-3.3507092001574503,0.013419882982571234,0.013079830709079893,-3.3739394120826964,-3.3294316154748627,1.0002022434942324,4188.024729269936,2542.964246539875,Hesperia comma,female
lp__,-315.16432797080614,-314.84606843725396,1.5872861587844567,1.3911000027508194,-318.26935294419974,-313.2335029349258,1.001951812262778,1700.0711946907622,2283.021692030863,Hesperia comma,female
b_Intercept,10.218031032070005,10.39320208601941,6.695092675924504,6.55301232238866,-0.9750454776404288,21.049580168450003,1.0005783432547826,4724.825616434341,3444.337249812425,Hesperia comma,male
b_Year,0.0035383107367994997,0.0035548586670109588,0.002019266557503781,0.002031181134801373,2.2211981428185468e-4,0.0068794867022170135,1.000477602229965,5006.867546458561,3452.5904203587115,Hesperia comma,male
b_Temp,-0.0592047786960131,-0.05819774509083994,0.06966477525086218,0.06908242570280242,-0.17465982032116473,0.0563914860867952,1.0002635892466196,4608.224055988733,3090.669900272107,Hesperia comma,male
b_Latitude,-0.07399354311656522,-0.07278189493226495,0.10344552465435679,0.10184527917579127,-0.24158447325564375,0.09977200089988882,1.000575736226001,4705.808411370735,3124.3028280367957,Hesperia comma,male
sigma,0.6947667341540021,0.6934422308678097,0.030778733029866914,0.030697217376514443,0.6471146567994853,0.748092869279904,1.0018795753080438,4456.894391885161,2737.3790624570743,Hesperia comma,male
Intercept,12.75683226720875,12.757189115612894,0.0422978759669878,0.041756932193030186,12.686051361067278,12.824255020120587,1.001251211749649,4890.054848359502,2950.208872625793,Hesperia comma,male
lprior,-3.744979166976646,-3.7446734167900773,0.017405796630955976,0.017345482604072177,-3.7742242205585317,-3.71727069415848,1.000680884551862,4792.178205826539,3019.6701803830724,Hesperia comma,male
lp__,-280.892715935099,-280.574248349154,1.5657991077904965,1.380844097909781,-283.8458212420673,-278.9713933061123,1.000041245949078,1933.4605126174633,2569.595678935086,Hesperia comma,male
b_Intercept,74.58943016119294,74.69675062352331,19.39669328347397,19.326472367516626,42.5022177709284,105.97661114480357,1.0018637011062888,4502.259354175515,3374.1951404792703,Lasiommata megera,male
b_Year,-0.019191599522400214,-0.019105800184512207,0.007372676273395027,0.007486372193600052,-0.03124857201292869,-0.0073054393089665055,1.0008234396808549,5117.577266926612,3619.472979011294,Lasiommata megera,male
b_Temp,0.15469627537838657,0.15436513695918866,0.17011530106711018,0.17005866365973454,-0.12470517427246851,0.4296078155642406,1.0002596821654812,4802.761501547112,3037.2957726820473,Lasiommata megera,male
b_Latitude,-0.38064031152365935,-0.3870229425894671,0.23068856077888406,0.2296839542406804,-0.743623244560676,0.008199831656742542,1.0009864180747494,4693.725836331743,2882.1922468862604,Lasiommata megera,male
sigma,2.4535004408097674,2.4511889795051314,0.10610367161831331,0.1032673136267908,2.2845474360540616,2.6344587739485665,0.9999010038487814,5167.306515784689,3219.718856628236,Lasiommata megera,male
Intercept,20.377651508419582,20.37767885829154,0.1471481698006068,0.1464791110416943,20.13822055725403,20.62113545105649,1.0000082961335737,4631.1500529247605,3146.8706803609416,Lasiommata megera,male
lprior,-5.473948382495735,-5.47076269561051,0.07984436786344999,0.07908659598741931,-5.609439318984531,-5.348849640423969,1.00001672315335,5113.365108405996,3120.211249031261,Lasiommata megera,male
lp__,-623.044213379314,-622.6986975246001,1.5673450576522832,1.3269834483581093,-626.1416019341424,-621.1812773605637,1.001616683391757,2029.6998995621896,2560.020023580553,Lasiommata megera,male
b_Intercept,-4.523708394507332,-4.541841607882773,26.11922357414716,25.728226637787575,-47.69647694990783,37.558201760293656,1.0015180959334609,4636.916835528987,2787.9291571198096,Thymelicus acteon,male
b_Year,0.004607823587694126,0.00461969165835672,0.0021698696598463434,0.0021732676131584043,0.001031515842756476,0.008294592392357126,1.0005710620072004,5665.319654629295,3197.179642644344,Thymelicus acteon,male
b_Temp,-0.09873630707113173,-0.09847432229119377,0.0646505412374754,0.06473016737700264,-0.20756797334216825,0.006248382051875031,1.0010575097947707,4380.932788009158,2664.883550213799,Thymelicus acteon,male
b_Latitude,0.15303054813006983,0.14886487214776908,0.5044569749715696,0.50859846297909606,-0.6762959722486,0.9779445018086943,1.000944582065543,4616.234457738886,2894.933536198964,Thymelicus acteon,male
sigma,0.8694250969205521,0.8686666739058385,0.03875325406777903,0.03864547946078594,0.8089566394788261,0.9353760368035965,1.00065881248815,4528.659696910004,2821.459635928313,Thymelicus acteon,male
Intercept,10.572975895828115,10.573865947875847,0.054147042107920394,0.05269166286265799,10.484128755616874,10.661326296506855,1.0002796829031673,4449.523346914735,2878.9260807716505,Thymelicus acteon,male
lprior,-4.743713862965506,-4.743906727797954,0.02598903013928787,0.025662946290586176,-4.786447924166189,-4.7011839248435825,1.0019013128257004,4439.187782608222,2697.0218190658084,Thymelicus acteon,male
